name,published_at,abstract,publisher,company_publisher,creator,category,web_publisher,link_publisher
Improving signal detection accuracy at FC of a CRN using machine learning and fuzzy rules, 01 Feb 2021,"The performance of a cognitive radio network (CRN) mainly depends on the faithful signal detection at fusion center (FC). In this paper, the concept of weighted Fuzzy rule in Iris data classification, as well as, four machine learning techniques named fuzzy inference system (FIS), fuzzy c-means clustering (FCMC), support vector machine (SVM) and convolutional neural network (CNN) are applied in signal detection at FC taking signal-to-interference plus noise ratio of secondary users as parameter. The weighted Fuzzy rule gave the detection accuracy of 86.6%, which resembles the energy detection model of majority rule of FC; however, CNN gave an accuracy of 91.3% at the expense of more decision time. The FIS, FCMC and SVM gave some intermediate results; however, the combined method gave the best result compared to that of any individual technique.",Indonesian Journal of Electrical Engineering and Computer Science,Institute of Advanced Engineering and Science,Md Abul Kalam Azad,,http://ijeecs.iaescore.com/index.php/IJEECS,https://garuda.kemdikbud.go.id/publisher/view/6
A machine learning for environmental noise classification in smart cities, 01 Mar 2022,"The sound at the same decibel (dB) level may be perceived either as annoying noise or as pleasant music. Therefore, it is necessary to go beyond the state-of-the-art approaches that measure only the dB level and also identify the type of the sound especially when the sound is recorded using a microphone. This paper presented a case study that considers the ability of machine learning models to identify sources of environmental noise in urban areas and compares the sound levels with the recommended levels by the World Health Organization (WHO). The approach was evaluated with a dataset of 44 sound samples grouped in four sound classes that are highway, railway, lawnmowers, and birds. We used mel-frequency cepstral coefficients for feature extraction and supervised algorithms that are Support vector machine (SVM), k-nearest neighbors (KNN), bootstrap aggregation (Bagging), and random forest (RF) for noise classiﬁcation. We evaluated performance of the four algorithms to determine the best one for the classification of sound samples in the data set under consideration. The findings showed that the noise classification accuracy is in the range of 95%-100%. Furthermore, all the captured data exceeded the recommended levels by WHO which can cause adverse health effects.",Indonesian Journal of Electrical Engineering and Computer Science,Institute of Advanced Engineering and Science,Yaseen Hadi Ali,,http://ijeecs.iaescore.com/index.php/IJEECS,https://garuda.kemdikbud.go.id/publisher/view/6
Fast and accurate primary user detection with machine learning techniques for cognitive radio networks, 01 Jan 2021,"Spectrum decision is an important and crucial task for the secondary user to avail the unlicensed spectrum for transmission. Managing the spectrum is an efficient one for spectrum sensing. Determining the primary user presence in the spectrum is an essential work for using the licensed spectrum of primary user. The information which lacks in managing the spectrum are the information about the primary user presence, accuracy in determining the existence of user in the spectrum, the cost for computation and difficult in finding the user in low signal-to noise ratio (SNR) values. The proposed system overcomes the above limitations. In the proposed system, the various techniques of machine learning like decision tree, support vector machines, naive bayes, ensemble based trees, nearest neighbour’s and logistic regression are used for testing the algorithm. As a first step, the spectrum sensing is done in two stages with Orthogonal Frequency Division Multiplexing and Energy Detection algorithm at the various values of SNR. The results generated from the above algorithm is used for database generation. Next, the different machine learning techniques are trained and compared for the results produced by different algorithms with the characteristics like speed, time taken for training and accuracy in prediction. The accuracy and finding the presence of the user in the spectrum at low SNR values are achieved by all the algorithms. The computation cost of the algorithm differs from each other. Among the tested techniques, k-nearest neighbour (KNN) algorithm produces the better performance in a minimized time.",Indonesian Journal of Electrical Engineering and Computer Science,Institute of Advanced Engineering and Science,G. A. Pethunachiyar,,http://ijeecs.iaescore.com/index.php/IJEECS,https://garuda.kemdikbud.go.id/publisher/view/6
Pendugaan Fraud Detection pada kartu kredit dengan Machine Learning, 25 Oct 2021,"Meningkatnya volume dan potensi kerugian akibat tindak pidana penipuan kartu kredit memerlukan solusi yang memungkinkan pihak penyelenggara layanan kartu kredit dapat melakukan analisis pada setiap transaksi secara cepat dan akurat. Hal ini hampir mustahil dilakukan secara manual oleh manusia. Dalam penelitian ini kami coba melakukan implementasi metode Random Forest untuk menemukan solusi terbaik melakukan prediksi pada permasalahan dan diperoleh hasil sebesar 0,85 yang menunjukan bahwa model yang dikembangkan memilik akurasi yang baik. Kata kunci: penipuan kartu kredit, random forest, machine learning",Kilat,Sekolah Tinggi Teknik PLN,Arief Kurniawan,"<a class=""ui tag label grey mini"" href=""/area/index/30"">Automotive Engineering</a>",https://stt-pln.e-journal.id/kilat,https://garuda.kemdikbud.go.id/publisher/view/1076
Efficient electro encephelogram classification system using support vector machine classifier and adaptive learning technique, 01 Jan 2022,"Complex modern signal processing is used to automate the analysis of electro encephelogram (EEG) signals. For the diagnosis of seizures, approaches that are simple and precise may be preferable rather than difficult and time-consuming. In this paper, efficient EEG classification system using support vector machine (SVM) and Adaptive learning technique is proposed. The database EEG signals are subjected to temporal and spatial filtering to remove unwanted noise and to increase the detection accuracy of the classifier by selecting the specific bands in which most of the EEG data are present. The neural network based SVM is used to classify the test EEG data with respect to training data. The cost-sensitive SVM with proposed Adaptive learning classifies the EEG signals where the adaptive learning with probability based function helps in prediction of the future samples and this leads in improving the accuracy with detection time. The detection accuracy of the proposed algorithm is compared with existing which shows that the proposed algorithm can classify the EEG signal more effectively.",Indonesian Journal of Electrical Engineering and Computer Science,Institute of Advanced Engineering and Science,Virupaxi Balachandra Dalal,,http://ijeecs.iaescore.com/index.php/IJEECS,https://garuda.kemdikbud.go.id/publisher/view/6
Theme Identification using Machine Learning Techniques, 30 Nov 2021,"With the abundance of online research platforms, much information presented in PDF files, such as articles and journals, can be obtained easily. In this case, students completing research projects would have many downloaded PDF articles on their laptops. However, identifying the target articles manually within the collection can be tiring as most articles consist of several pages that need to be analyzed. Reading each article to determine if the article relates theme and organizing the articles based on themes is time and energy-consuming. Referring to this problem, a PDF files organizer that implemented a theme identifier is necessary. Thus, work will focus on automatic text classification using the machine learning methods to build a theme identifier employed in the PDF files organizer to classify articles into augmented reality and machine learning. A total of 1000 text documents for both themes were used to build the classification model. Moreover, the pre-preprocessing step for data cleaning and TF-IDF feature extraction for text vectorization and to reduce sparse vectors were performed. 80% of the dataset were used for training, and the remaining were used to validate the trained models. The classification models proposed in this work are Linear SVM and Multinomial Naïve Bayes. The accuracy of the models was evaluated using a confusion matrix. For the Linear SVM model, grid-search optimization was performed to determine the optimal value of the Cost parameter.",Journal of Integrated and Advanced Engineering (JIAE),Asosiasi Staf Akademik Perguruan Tinggi Seluruh Indonesia,Siti Hajar Jayady,"<a class=""ui tag label grey mini"" href=""/area/index/50"">Civil Engineering, Building, Construction &amp; Architecture</a>",https://asasijournal.id/index.php/jiae,https://garuda.kemdikbud.go.id/publisher/view/2841
A predictive maintenance system for wireless sensor networks: a machine learning approach, 01 Feb 2022,"Predictive maintenance system (PdM) is a new concept that helps system operators evaluate the current status of their systems, and it also assists in predicting the future quality of these systems and scheduling maintenance action. This paper proposes a PdM model that utilizes machine learning to predict the system’s operational status after M active steps based on L previous observations implemented by a feedforward neural network (FFNN). We use quantization and encoding schemes to reduce the complexity of the system. We apply the proposed model to build a PdM system for wireless sensors networks (WSNs), where our concern is to predict the state of the system as far as the quality of data transfer is concerned. The FFNN provides a forward prediction of the operational status of the network after M consecutive time steps in the future, based on the previous L readings of quality of service (QoS) requirements of WSN. We also demonstrate the relation between complexity and accuracy. We found that larger M leads to higher complexity and larger prediction error, where larger L entails higher complexity and smaller prediction error. We also investigate how quantization and encoding can reduce complexity to implement a real-time PdM system.",Indonesian Journal of Electrical Engineering and Computer Science,Institute of Advanced Engineering and Science,Mohammed Almazaideh,,http://ijeecs.iaescore.com/index.php/IJEECS,https://garuda.kemdikbud.go.id/publisher/view/6
Development of a new system to detect denial of service attack using machine learning classification, 01 Aug 2021,"Denial of service (DoS) attack is among the most significant types of attacks in cyber security. The objective of this research is to introduce a new algorithm to distinguish normal service requests from the denial of service attacks. Our proposed approach can detect the denial of service attacks by the analysis of the packets sent from the client to the server, which depend on machine learning. Our algorithm collects different datasets of benign network traffic and different types of denial of service attacks, such as DDoS, DoS Hulk, DoS GoldenEye, DoS Slowhttptest and DoS Slowloris, that were used for training. Moreover, our algorithm monitors the network every specific time to find denial of service attack. Our results show that the algorithm can detect the benign cases and distinguish the types of denial of service attack. Furthermore, the results could achieve 99 percentage of correct classification of all selected cases.",Indonesian Journal of Electrical Engineering and Computer Science,Institute of Advanced Engineering and Science,Mohammad M. Rasheed,,http://ijeecs.iaescore.com/index.php/IJEECS,https://garuda.kemdikbud.go.id/publisher/view/6
A new smart approach of an efficient energy consumption management by using a machine-learning technique, 01 Jan 2022,"Many consumers of electric power have excesses in their electric power consumptions that exceed the permissible limit by the electrical power distribution stations, and then we proposed a validation approach that works intelligently by applying machine learning (ML) technology to teach electrical consumers how to properly consume without wasting energy expended. The validation approach is one of a large combination of intelligent processes related to energy consumption which is called the efficient energy consumption management (EECM) approaches, and it connected with the internet of things (IoT) technology to be linked to Google Firebase Cloud where a utility center used to check whether the consumption of the efficient energy is satisfied. It divides the measured data for actual power (A_p ) of the electrical model into two portions: the training portion is selected for different maximum actual powers, and the validation portion is determined based on the minimum output power consumption and then used for comparison with the actual required input power. Simulation results show the energy expenditure problem can be solved with good accuracy in energy consumption by reducing the maximum rate (A_p ) in a given time (24) hours for a single house, as well as electricity’s bill cost, is reduced.",Indonesian Journal of Electrical Engineering and Computer Science,Institute of Advanced Engineering and Science,Maha Yousif Hasan,,http://ijeecs.iaescore.com/index.php/IJEECS,https://garuda.kemdikbud.go.id/publisher/view/6
Intrusion detection system based on machine learning techniques, 01 Aug 2021,"Recently, the data flow over the internet has exponentially increased due to the massive growth of computer networks connected to it. Some of these data can be classified as a malicious activity which cannot be captured by firewalls and anti-malwares. Due to this, the intrusion detection systems are urgent need in order to recognize malicious activity to keep data integrity and availability. In this study, an intrusion detection system based on cluster feature concepts and KNN classifier has been suggested to handle the various challenges issues in data such as in complete data, mixed-type and noise data. To streng then the proposed system a special kind of patterns similarity measures are supported to deal with these types of challenges. The experimental results show that the classification accuracy of the suggested system is better than K-nearest neighbor (KNN) and support vector machine classifiers when processing incomplete data set, inspite of droping down the overall detection accuracy.",Indonesian Journal of Electrical Engineering and Computer Science,Institute of Advanced Engineering and Science,Musaab Riyadh,,http://ijeecs.iaescore.com/index.php/IJEECS,https://garuda.kemdikbud.go.id/publisher/view/6
Network intrusion detection system: machine learning approach, 01 Feb 2022,"The main goal of intrusion detection system (IDS) is to monitor the network performance and to investigate any signs of any abnormalities over the network. Recently, intrusion detection systems employ machine learning techniques, due to the fact that machine learning techniques proved to have the ability of learning and adapting in addition to allowing a prompt response. This work proposes a model for intrusion detection and classification using machine learning techniques. The model first acquires the data set and transforms it in the proper format, then performs feature selection to pick out a subset of attributes that worth being considered. After that, the refined data set was processed by the Konstanz information miner (KNIME). To gain better performance and a decent comparative analysis, three different classifiers were applied. The anticipated classifiers have been executed and assessed utilizing the KNIME analytics platform using (CICIDS2017) datasets. The experimental results showed an accuracy rate ranging between (98.6) as the highest obtained while the average was (90.59%), which was satisfying compared to other approaches. The gained statistics of this research inspires the researchers of this field to use machine learning in cyber security and data analysis and build intrusion detection systems with higher accuracy.",Indonesian Journal of Electrical Engineering and Computer Science,Institute of Advanced Engineering and Science,Ameera S. Jaradat,,http://ijeecs.iaescore.com/index.php/IJEECS,https://garuda.kemdikbud.go.id/publisher/view/6
Amazigh part-of-speech tagging with machine learning and deep learning, 01 Dec 2021,"Natural language processing (NLP) is a part of artificial intelligence that dissects, comprehends, and changes common dialects with computers in composed and spoken settings. At that point in scripts. Grammatical features part-of-speech (POS) allow marking the word as per its statement. We find in the literature that POS is used in a few dialects, in particular: French and English. This paper investigates the attention-based long short-term memory (LSTM) networks and simple recurrent neural network (RNN) in Tifinagh POS tagging when it is compared to conditional random fields (CRF) and decision tree. The attractiveness of LSTM networks is their strength in modeling long-distance dependencies. The experiment results show that LSTM networks perform better than RNN, CRF and decision tree that has a near performance.",Indonesian Journal of Electrical Engineering and Computer Science,Institute of Advanced Engineering and Science,Otman Maarouf,,http://ijeecs.iaescore.com/index.php/IJEECS,https://garuda.kemdikbud.go.id/publisher/view/6
Air temperature prediction using different machine learning models, 01 Apr 2021,"Air temperature is an essential climatic component particularly in water resources management and other agro-hydrological/meteorological activities planning This paper examines the prediction capability of three machine learning models, least square support vector machine (LSSVM), group method and data handling neural network (GMDHNN) and classification and regression trees (CART) in air temperature forecasting using monthly temperature data of Astore and Gilgit climatic stations of Pakistan. The prediction capability of three machine learning models is evaluated using different time lags input combinations with help of root mean square error (RMSE), the mean absolute error (MAE) and coefficient of determination (R2).statistical indicators. The obtained results indicated that the LSSVM model is more accurate in temperature forecasting than GMDHNN and CART models. LSSVM significantly decreases the mean RMSE of the GMHNN and CART models by 1.47-3.12% and 20.01-25.12% for the Chakdara and Kalam Stations, respectively.",Indonesian Journal of Electrical Engineering and Computer Science,Institute of Advanced Engineering and Science,Rana Muhammad Adnan,,http://ijeecs.iaescore.com/index.php/IJEECS,https://garuda.kemdikbud.go.id/publisher/view/6
Fire incidents visualization and pattern recognition using machine learning algorithms, 01 Jun 2021,"A fire incident is a devastating event that can be avoided with enough knowledge on how and when it may occur. For the past years, fire incidents have become a big problem for the Philippines, since it affects the socio-economic growth of the country. Machine learning algorithm is a well-known technique to predict and analyze data. It can also be used to recognize pattern and develop models for artificial intelligence. Pattern recognition through machine learning algorithm is already established and have proven itself accurate in different fields such as education, crime, health and many others including fire incidents. This paper aims to develop a model for recognizing patterns of fire incidents in the province of Laguna, Philippines implementing a machine learning algorithm. With the foregoing project, it is found out that a recurrent neural network shows an astonishing result in terms of pattern recognition. Further, it is also found that Calamba City is the most vulnerable area in case of fire occurrence in the Province of Laguna.",Indonesian Journal of Electrical Engineering and Computer Science,Institute of Advanced Engineering and Science,Jonardo R. Asor,,http://ijeecs.iaescore.com/index.php/IJEECS,https://garuda.kemdikbud.go.id/publisher/view/6
Analisis Penerimaan Vaksin Covid-19 Berbasis Fuzzy Clustering Machine Learning di Provinsi Riau, 30 Dec 2021,"Corona Virus Disease 2019 or Covid-19 is called global because it is spreading rapidly around the world, increasing cases and deaths, and lack of treatment and vaccines. Seeing rapid spread of Covid-19 and dangers will arise if not handled immediately, One of the most likely ways to prevent the spread of this virus is develop a vaccine. The Head of the Manpower and Transmigration Office of DKI Jakarta Province Issues Decree (SK) No. 1972 of 2021 concerning the Covid-19 Prevention and Control Protocol in Offices or State-Owned Enterprises. Company leaders only allow the implementation of Work From Office (WFO) to workers who have been vaccinated against Covid-19 at least the first dose. One of the companies that need vaccines for workers is PT. Perkebunan Nusantara V or PTPN V because the number of Covid-19 cases in PTPN V is increasing. Based on this case, this research will model or group Covid-19 vaccine data at PTPN V using the Fuzzy C-Means algorithm. The attributes used in this study were Gender, Age, Unit of Work and Vaccine Status. The best cluster results obtained are 5 clusters, the most cluster in cluster 2 there are 3574 persons, and the cluster which has the least number of products is cluster 4 with 18 person. The result of testing the validity of the Silhouette Index (SI) value is 0.1541, thus the quality of the cluster is still far from reaching the optimal word.",JURIKOM (Jurnal Riset Komputer),Sekolah Tinggi Manajemen Informatika dan Komputer Budi Darma,Siti Sarah,"<a class=""ui tag label grey mini"" href=""/area/index/60"">Computer Science &amp; IT</a>",https://ejurnal.stmik-budidarma.ac.id/index.php/jurikom,https://garuda.kemdikbud.go.id/publisher/view/734
Model Machine Learning untuk Klasifikasi Mutu Telur Ayam Ras Berdasarkan Kebersihan Kerabang, 30 Dec 2021,"Eggs are one of the food needs that have high enough nutrition and are the main needs for the community. Therefore, chicken eggs consumed by the community must have good quality so that they are safe and useful when consumed by the community. According to SNI 3926:2008, the quality of eggs is divided into 3, namely quality I, quality II and quality III in terms of external and internal conditions. In this study, a classification was carried out to determine the quality of chicken eggs based on the cleanliness of the shell using a machine learning approach. Several methods in machine learning such as KNN, Naïve Bayes, Decision Tree and SVM are used to classify chicken egg quality based on shell cleanliness. The stages in this research include data acquisition, preprocessing, feature extraction, modeling and model evaluation. A total of 90 chicken egg image data were used in this study with a total of 30 images in each of each quality. In the preprocessing stage, filtering and conversion of images to grayscle images is carried out. To get the texture features of the chicken egg image, feature extraction is carried out using first and second order statistical calculations. The results of feature extraction obtained mean, skewness variance, kurtosis, entropy, Angular Second Moment (ASM), contrast, correlation variance, inverse different moment, entropy. These feature values are then partitioned into training data and test data. A total of 3 experiments were carried out to perform classification, namely the composition of the comparison of training data and test data. Three experiments were carried out by varying the ratio of the amount of training data and test data as much as 70%: 30%; 75%:25% and 80%:20%. The next stage is classification using several methods in machine learning, namely KNN, Naive Bayes, Decision Tree and SVM. The method that produces the best accuracy is KNN and Decision Tree with an accuracy of 96% with a comparison composition of training data and test data of 70%: 30% and 75%: 25%.",JURIKOM (Jurnal Riset Komputer),Sekolah Tinggi Manajemen Informatika dan Komputer Budi Darma,Maimunah Maimunah,"<a class=""ui tag label grey mini"" href=""/area/index/60"">Computer Science &amp; IT</a>",https://ejurnal.stmik-budidarma.ac.id/index.php/jurikom,https://garuda.kemdikbud.go.id/publisher/view/734
"MACHINE LEARNING APPLICATION IN RESPONSE TO DISASTER RISK REDUCTION OF FOREST AND PEATLAND FIRE: Impact-Based Learning of DRR for Forest, Land Fire and Peat Smouldering", 30 Dec 2020,"Peat forest is a natural swamp ecosystem containing buried biomass from biomass deposits originating from past tropical swamp vegetation that has not been decomposed. Once it burns, smoldering peat fires consume huge biomass. Peat smoldering fires are challenging to extinguish. These will continuously occur for weeks to months. Experts and practitioners of peat smoldering fires are the most recommended effort to prevent them before they occur with the strategy: 'detect early, locate the fire, deliver the most appropriate technology.' Monitoring methods and early detection of forest and land fires or 'wildfire' have been highly developed and applied in Indonesia, for example, monitoring with hotspot data, FWI (Fire Weather Index), and FDRS (Fire Danger Rating System). These 'physical simulator' based methods have some weaknesses, and soon such methods will be replaced by the Machine Learning method as it is developing recently. What about the potential application of Machine Learning in the forest and land fires, particularly smoldering peat fires in Indonesia? This paper tries to answer this question. This paper recommends a conceptual design: impact-based Learning for Disaster Risk Reduction (DRR) of Forest, Land Fire, and Peat Smouldering. Keywords: Artificial Intelligence; Machine Learning; Wildfire; Peat Smouldering; DRR impact-based",Majalah Ilmiah Pengkajian Industri,Badan Pengkajian dan Penerapan Teknologi,Hammam Riza,"<a class=""ui tag label grey mini"" href=""/area/index/10"">Aerospace Engineering</a>",http://ejurnal.bppt.go.id/index.php/MIPI,https://garuda.kemdikbud.go.id/publisher/view/127
THE CONCEPT OF APPLICATION OF MACHINE LEARNING IN THE ENVIRONMENT INTERNET OF THINGS, 30 Jun 2021,"Machine Learning is an application of computers and mathematical algorithms adopted by means of learning that comes from data and produces predictions in the future. The learning process in question is an attempt to acquire intelligence through two stages, including training and testing. The Internet of Things is a network that can connect anything in the supply chain, including people, machines and systems, where efficient supply chain management is guaranteed. This is done through visualizing any object/thing in the supply chain by monitoring, tracking and providing a third dimension to organizational data, that if analyzed can improve all supply chain processes. In the IoT environment, Machine Learning is very suitable to be applied which can provide many benefits including Resolving Data Inefficiency Problems, Automating Business Processes, Visualizing Supply Chain Management (Supply Chain), Risk Management and Maximizing Profits. By implementing IoT and Machine Learning, of course, it can fulfill business opportunities, namely: process optimization, speed optimization, adaptability optimization and reliability optimization",INFOKUM,SEAN INSTITUTE,Sulindawaty Sulindawaty,"<a class=""ui tag label grey mini"" href=""/area/index/60"">Computer Science &amp; IT</a>",http://infor.seaninstitute.org/index.php/infokum,https://garuda.kemdikbud.go.id/publisher/view/1905
Proyeksi Data dan Analisis Sentimen Penggunaan Vaksin di Kabupaten Indragiri Hulu Berbasis Machine Learning, 31 Dec 2021,"Sentiment analysis is research that processed used computer that comes from opinion and emotion wich realized in shape of text. The method that used to analyze sentiment is using Text Mining used for mining the text in order to get comprehension about the important aspect. Text Mining done at social media Twitter. This research analyze public sentiment related with vaccination. Step of Preprocessing contains Crawling Data, Cleaning, Filtering, Stemming, TF-IDF, and labeling. Result from labeling and percentage calculation get percentage that Positive Sentiment is 29.17%, Negative Sentiment is 55.09% percentage, and Neutral is 15.74% percentage. Could be seen that Indonesian public still given many Negative Comments related with vaccination. Result of K-NN calculation with K-9 generate the accuracy is 84.53%.",Jurnal Sistem Komputer dan Informatika (JSON),Sekolah Tinggi Manajemen Informatika dan Komputer Budi Darma,"Andriawan, Ahmad Rizky","<a class=""ui tag label grey mini"" href=""/area/index/60"">Computer Science &amp; IT</a>",https://ejurnal.stmik-budidarma.ac.id/index.php/JSON,https://garuda.kemdikbud.go.id/publisher/view/734
Identifikasi Hoax pada Media Sosial dengan Pendekatan Machine Learning, 10 May 2018,"The Hoax propagation on social media is a problem that has to be solved. The main problem with the propagation of hoaxes on social media is that they can go viral very quickly. There have been various approaches developed to identify Hoax in the earlier stage. This study is conducted in order to analyze the various approaches that have been developed by many researchers in Hoax's identification domain. The result of literature study from various scientific papers shows that Hoax identification on social media is better if performed automatically using Machine Learning. On the several datasets, they have successfully obtain best-case accuracy of 75% -96%.",Widya Duta: Jurnal Ilmiah Ilmu Agama dan Ilmu Sosial Budaya,Institut Hindu Dharma Negeri Denpasar,"Laksana Utama, Putu Kussa","<a class=""ui tag label grey mini"" href=""/area/index/1"">Religion</a>",https://ejournal.ihdn.ac.id/index.php/VidyaDuta,https://garuda.kemdikbud.go.id/publisher/view/165
Penggunaan Machine Learning Di Bidang Kesehatan, 22 Jan 2020,"Machine learning adalah pembelajaran mesin yang sangat membantu dalam menyelesaikan masalah, membuat mudah dalam mengerjakan sesuatu. Dibidang rumah sakit atau bidang kesehatan, machine learning membuat mudah dalam mengerjakan sesuatu, contohnya dokter bisa mendiagnosa penyakit jantung dalam waktu cepat tanpa memakan waktu yang lama. Dengan semakin pesat informasi tentang machine learning sebagai mesin yang bisa belajar sendiri tanpa harus dikontrol tiap pemakain.mempunyai kekurangan dan kelebihan. Kelebihan dari artikel ini adalah semua bersifat baru, artikelnya diterbitkan tahun ini, serta memberikan rincian hasil yang sesuai dengan yang diharapkan serta dalam penulisannya singkat dan jelas. Kekurangan dari artikel ini adalah bahan atau dataset yang digunakan tergolong sedikit dan tidak menggunakan banyak data serta menggunakan references yang telalu lama. Berdasarkan hasil penelitian yang dilakukan, machine learning sangatlah bermanfaat dibidang kesehatan dan juga bidang lainnya, yang mebuat segala sesuatu menjadi mudah.",JURNAL TEKNOLOGI DAN ILMU KOMPUTER PRIMA (JUTIKOMP),Universitas Prima Indonesia,Fangatulo Dodo Telaumbanua,"<a class=""ui tag label grey mini"" href=""/area/index/60"">Computer Science &amp; IT</a>",http://jurnal.unprimdn.ac.id/index.php/JUTIKOMP,https://garuda.kemdikbud.go.id/publisher/view/1059
Sentimen Analisis Publik Terhadap Joko Widodo terhadap wabah Covid-19 menggunakan Metode Machine Learning, 26 May 2020,"Abstract Analyzing public sentiment towards a government policy is no longer impossible, the process of analyzing with data mining is a method that is often used. The Data Mining method is always related to the dataset, with the keywords ""Jokowi"" and ""Covid"" twitter allowing us to make tweets in it to be used as a dataset. In data mining for sentiment analysis, techniques such as transform, tokenize, stemming, classification, etc. are very influential on its accuracy. Gata Framework is used for preprocessing, and Rapidminer is also used to analyze and compare three classification methods namely Naive Bayes, Support Vector Machine, and k-NN. And the best value is obtained, the Support Vector Machine with an accuracy of 84.58%, precision 82.14% and recall 85.82%. Keywords: Covid, Jokowi, SVM, K-NN, Naive Bayes Abstrak Menganalisa sentimen publik terhadap suatu kebijakan pemerintah merupakan cara yang tidak lagi mustahil, proses analisa dengan data mining merupakan metode yang sering digunakan. Metode Data Mining selalu berkaitan dengan dataset, dengan kata kunci “Jokowi” dan “Covid” twitter memungkinkan kita menjadikan tweet didalamnya untuk dijadikan dataset. Dalam data mining untuk sentimen analisis, dilakukan teknik seperti transform, tokenize, stemming, classification, dan lain-lain sangat berpengaruh pada akurasinya. Gata Framework digunakan untuk preprocessing, dan Rapidminer juga digunakan untuk menganalisa dan membandingkan tiga metode klasifikasi yaitu Naive Bayes, Support Vector Machine, dan k-NN. Dan dihasilkan nilai terbaik yaitu Support Vector Machine dengan accuracy 84.58%, precision 82.14% dan recall 85.82%. Kata kunci: Covid, Jokowi, SVM, K-NN, Naive Bayes",Jurnal Kajian Ilmiah,Universitas Bhayangkara Jakarta Raya,Sisferi Hikmawan,"<a class=""ui tag label grey mini"" href=""/area/index/24"">Humanities</a>",https://ejurnal.ubharajaya.ac.id/index.php/JKI,https://garuda.kemdikbud.go.id/publisher/view/744
Machine Learning untuk Identifikasi Jenis Kanker Darah (Leukemia), 07 Feb 2022,"Metode yang cepat dan tepat untuk membedakan jenis kanker darah sangat penting agar pasien kanker mendapatkan perlakuan yang sesauai. Pada penelitian ini identifikasi jenis kanker darah dilakukan dengan memanfaatkan kecerdasan buatan khususnya machine learning. Proses identifikasi kanker leukemia menggunakan machine learning dimulai dengan melakukan ektraksi ciri. Proses ektraksi ciri dilakukan dengan memanfaatkan metode Rantai Markov. Dari proses ini akan membentuk matriks yang kemudian dijadikan data training dan testing pada beberapa algoritma machine learning. Berdasarkan hasil training dan testing diperoleh hasil bahwa akurasi algoritma Decision Tree Classification memberikan hasil terbaik yaitu 83%, disusul dengan metode KNN dan sebesar 50%, sedangkan metode SVM hanya mencapai akurasi 37.5%.",Vygotsky: Jurnal Pendidikan Matematika dan Matematika,Universitas Islam Lamongan,Abdul Mahatir Najar,"<a class=""ui tag label grey mini"" href=""/area/index/150"">Mathematics</a>",http://jurnalpendidikan.unisla.ac.id/index.php/VoJ,https://garuda.kemdikbud.go.id/publisher/view/915
THE IMPLEMENTATION OF VIRTUAL MACHINE SIMULATION METHODS ON LEARNING THE OPERATION SYSTEM INSTALLATION IN STATE VOCATIONAL HIGH SCHOOL 5 MAKASSAR, 24 Sep 2018,"The purposes of this research are to investigate: (1) the process of using virtual machine simulation method in operation system installation learning, (2) the differences of students’ learning outcomes between the ones using Virtual Machine simulation method and the ones using conventional method, and (3) the effectiveness of using Virtual Machine simulation method in operation system installation learning. This research is a Quasi Experiment research. The research design employed Pretest-Posttest Control Design with 60 subjects as the samples of the research. Data was collected by employing of students’ learning outcomes. Data was analyzed by using descriptive and parametric inferential statistic with independent sample t-test analysis. The results of the research show that: (1) the Process of using Virtual Machine simulation method in operating system installation learning are the material preparation phase and implementation phase which consisted of several activities, namely installing Virtual Machine and operational system, (2) There are differences of students’ learning outcomes where the experimental class is higher than the control class, and (3) the Virtual Machine simulation method in operation system installation learning is more effective than the direct method.","INTERNATIONAL JOURNAL OF EDUCATION, INFORMATION TECHNOLOGY, AND OTHERS",peneliti.net collaborate with Indonesian education lecturer associations,- Nurdiana,"<a class=""ui tag label grey mini"" href=""/area/index/60"">Computer Science &amp; IT</a>",https://jurnal.peneliti.net/index.php/IJEIT,https://garuda.kemdikbud.go.id/publisher/view/2880
